Wed Jan  8 15:17:06 2020
[CURREN WORK PATH] /Users/herrshi/Downloads/8-News Set(SogouCS)/news_sohusite_xml.full/utils
[CLASSIFY] gongyi.sohu.com                                   :        152 L
qhdcy.i.auto.sohu.com                   :       7
ix35.i.auto.sohu.com                    :       7
sheny.tv.sohu.com                       :       7
gol.i.auto.sohu.com                     :       7
autosup0311.i.auto.sohu.com             :       7
app.sh.sohu.com                         :       7
zhdcar.i.auto.sohu.com                  :       7
tpms.i.auto.sohu.com                    :       7
junjie.i.auto.sohu.com                  :       7
sebring.i.auto.sohu.com                 :       7
xinfangban.i.auto.sohu.com              :       7
yuexiang.i.auto.sohu.com                :       7
fengxing.i.auto.sohu.com                :       7
langfang.i.auto.sohu.com                :       7
xiali.i.auto.sohu.com                   :       7
zhuanti.club.chihe.sohu.com             :       6
city.i.auto.sohu.com                    :       6
wlmqcyh.i.auto.sohu.com                 :       6
mgmg6.i.auto.sohu.com                   :       6
jingcai.club.sohu.com                   :       6
app.auto.sohu.com                       :       6
shcy.i.auto.sohu.com                    :       6
q7.i.auto.sohu.com                      :       6
mazda32.i.auto.sohu.com                 :       6
i30.i.auto.sohu.com                     :       6
zhuanti.club.business.sohu.com          :       6
haifuxing.i.auto.sohu.com               :       6
qq6.i.auto.sohu.com                     :       6
05133.astro.women.sohu.com              :       6
xjcyh.i.auto.sohu.com                   :       6
sddz.i.auto.sohu.com                    :       6
mg.i.auto.sohu.com                      :       6
zhuanti.club.travel.sohu.com            :       6
reiz.i.auto.sohu.com                    :       6
greatwall.i.auto.sohu.com               :       6
henancy.i.auto.sohu.com                 :       6
bjoulande.i.auto.sohu.com               :       6
zhixiang.i.auto.sohu.com                :       6
qqme.i.auto.sohu.com                    :       6
helper.i.auto.sohu.com                  :       5
riichg5.i.auto.sohu.com                 :       5
benteng.i.auto.sohu.com                 :       5
pajero.i.auto.sohu.com                  :       5
volkswagen.i.auto.sohu.com              :       5
hbcyh.i.auto.sohu.com                   :       5
haoqing.i.auto.sohu.com                 :       5
ceshi1.i.auto.sohu.com                  :       5
mycarclub.i.auto.sohu.com               :       5
jingang.i.auto.sohu.com                 :       5
huapu.i.auto.sohu.com                   :       5
alto.i.auto.sohu.com                    :       5
206.i.auto.sohu.com                     :       5
escalade.i.auto.sohu.com                :       5
hengshui.i.auto.sohu.com                :       5
sdcy.i.auto.sohu.com                    :       5
livina.i.auto.sohu.com                  :       5
p.club.health.sohu.com                  :       5
xacyh.i.auto.sohu.com                   :       5
moinca.i.auto.sohu.com                  :       5
yaris.i.auto.sohu.com                   :       5
kiasoul.i.auto.sohu.com                 :       5
tscyh.i.auto.sohu.com                   :       5
cccyh.i.auto.sohu.com                   :       5
chery.i.auto.sohu.com                   :       5
fengyun.i.auto.sohu.com                 :       5
elantra.i.auto.sohu.com                 :       5
zhuanti.club.book.sohu.com              :       5
p.club.gd.sohu.com                      :       5
benben.i.auto.sohu.com                  :       5
mazda6.i.auto.sohu.com                  :       5
whcyh.i.auto.sohu.com                   :       5
rqcyh.i.auto.sohu.com                   :       5
hhxy.i.auto.sohu.com                    :       5
lingyang.i.auto.sohu.com                :       5
bora.i.auto.sohu.com                    :       4
acyz.i.auto.sohu.com                    :       4
ford.i.auto.sohu.com                    :       4
saddle.i.auto.sohu.com                  :       4
xialin3.i.auto.sohu.com                 :       4
perla.i.auto.sohu.com                   :       4
fulaier.i.auto.sohu.com                 :       4
huncyh.i.auto.sohu.com                  :       4
jetta.i.auto.sohu.com                   :       4
sx4.i.auto.sohu.com                     :       4
sdsx4.i.auto.sohu.com                   :       4
aiyihang.i.auto.sohu.com                :       4
jili.i.auto.sohu.com                    :       4
club.goabroad.sohu.com                  :       4
optima.i.auto.sohu.com                  :       4
p.club.travel.sohu.com                  :       4
mobile.auto.sohu.com                    :       4
tiida.i.auto.sohu.com                   :       4
jxcyh.i.auto.sohu.com                   :       4
btbdx.i.auto.sohu.com                   :       4
camry.i.auto.sohu.com                   :       4
b50.i.auto.sohu.com                     :       4
crown.i.auto.sohu.com                   :       4
rein.i.auto.sohu.com                    :       4
sylphy.i.auto.sohu.com                  :       4
qashqai.i.auto.sohu.com                 :       4
shxcy.i.auto.sohu.com                   :       4
feixin.tv.sohu.com                      :       4
ad.sh.sohu.com                          :       4
jinan.i.auto.sohu.com                   :       4
lz.travel.sohu.com                      :       4
pic.media.sohu.com                      :       4
hyundai.i.auto.sohu.com                 :       4
ccsuteng.i.auto.sohu.com                :       4
allroad.i.auto.sohu.com                 :       4
fenghua.i.auto.sohu.com                 :       3
300c.i.auto.sohu.com                    :       3
vision.i.auto.sohu.com                  :       3
huamulan.i.auto.sohu.com                :       3
panda.i.auto.sohu.com                   :       3
fukang.i.auto.sohu.com                  :       3
dfzzcross.i.auto.sohu.com               :       3
polo.i.auto.sohu.com                    :       3
range-rover.i.auto.sohu.com             :       3
jinbei.i.auto.sohu.com                  :       3
fit.i.auto.sohu.com                     :       3
yubei.i.auto.sohu.com                   :       3
p.club.city.travel.sohu.com             :       3
binyue.i.auto.sohu.com                  :       3
neiguan.i.auto.sohu.com                 :       3
amg.i.auto.sohu.com                     :       3
sdliaocheng.i.auto.sohu.com             :       3
epica.i.auto.sohu.com                   :       3
bmw-z3.i.auto.sohu.com                  :       3
vios.i.auto.sohu.com                    :       3
zhuanti.club.news.sohu.com              :       3
fiat.i.auto.sohu.com                    :       3
gzcyh.i.auto.sohu.com                   :       3
nr.book.sohu.com                        :       2
xn.xy.learning.club.sohu.com            :       2
shijixing.i.auto.sohu.com               :       2
weather.news.sohu.com                   :       2
corolla.i.auto.sohu.com                 :       2
grandis.i.auto.sohu.com                 :       2
golf.i.auto.sohu.com                    :       2
liberty.i.auto.sohu.com                 :       2
regal.i.auto.sohu.com                   :       2
car022.i.auto.sohu.com                  :       2
game.2010.sohu.com                      :       2
zhjcy.i.auto.sohu.com                   :       2
vela.i.auto.sohu.com                    :       2
linzhou.i.auto.sohu.com                 :       2
chery-a5.i.auto.sohu.com                :       2
yantaicheyou.i.auto.sohu.com            :       2
p.club.sh.sohu.com                      :       2
ccrhy.i.auto.sohu.com                   :       2
saab9-5.i.auto.sohu.com                 :       2
previa.i.auto.sohu.com                  :       2
huodongauto.i.auto.sohu.com             :       2
haixun.i.auto.sohu.com                  :       2
eos.i.auto.sohu.com                     :       2
qq.i.auto.sohu.com                      :       2
beetle.i.auto.sohu.com                  :       2
vip.club.sohu.com                       :       2
club.campus.sohu.com                    :       2
qhdforte.i.auto.sohu.com                :       2
galant2.i.auto.sohu.com                 :       2
haidian.i.auto.sohu.com                 :       2
hljcyh.i.auto.sohu.com                  :       2
fans.auto.sohu.com                      :       2
tzzl.i.auto.sohu.com                    :       2
lz.astro.sohu.com                       :       2
p.club.sports.sohu.com                  :       2
weiqi.sports.sohu.com                   :       1
jaguar-xj.i.auto.sohu.com               :       1
lupo.i.auto.sohu.com                    :       1
sip1288.i.auto.sohu.com                 :       1
spyker.i.auto.sohu.com                  :       1
huodong.i.auto.sohu.com                 :       1
hldcyh.i.auto.sohu.com                  :       1
navigator.i.auto.sohu.com               :       1
xbxfz.i.auto.sohu.com                   :       1
zhongyi.i.auto.sohu.com                 :       1
anhuifuwu.i.auto.sohu.com               :       1
tuan.sohu.com                           :       1
autofans.i.auto.sohu.com                :       1
sdtiida.i.auto.sohu.com                 :       1
bj.learning.sohu.com                    :       1
haishi1.i.auto.sohu.com                 :       1
club.money.business.sohu.com            :       1
aygo.i.auto.sohu.com                    :       1
zhuanti.club.money.sohu.com             :       1
guanli.i.auto.sohu.com                  :       1
app.tv.sohu.com                         :       1
daren.women.sohu.com                    :       1
lz.club.yule.sohu.com                   :       1
zhuanti.club.astro.sohu.com             :       1
lz.club.cul.sohu.com                    :       1
dongfangzhizi.i.auto.sohu.com           :       1
tuangouauto.i.auto.sohu.com             :       1
chwang.i.auto.sohu.com                  :       1
haima.i.auto.sohu.com                   :       1
jaguar-xk.i.auto.sohu.com               :       1
cache.club.sohu.com                     :       1
clk-class.i.auto.sohu.com               :       1
hiace.i.auto.sohu.com                   :       1
zhuanti.club.auto.sohu.com              :       1
maverick.i.auto.sohu.com                :       1
h2.i.auto.sohu.com                      :       1
db.i.auto.sohu.com                      :       1
yanguang.i.auto.sohu.com                :       1
adflash.sh.sohu.com                     :       1
expo2010.sohu.com                       :       1
landwind-x9.i.auto.sohu.com             :       1
borahb.i.auto.sohu.com                  :       1
kunming.saa.auto.sohu.com               :       1
shxcyh.i.auto.sohu.com                  :       1
index.auto.sohu.com                     :       1
xianghe.i.auto.sohu.com                 :       1
banzhu.i.auto.sohu.com                  :       1
geruisi.i.auto.sohu.com                 :       1
cheyinghui.i.auto.sohu.com              :       1
chairman.i.auto.sohu.com                :       1
qianlima.i.auto.sohu.com                :       1
luzun.i.auto.sohu.com                   :       1
ford-s-max.i.auto.sohu.com              :       1
s3.i.auto.sohu.com                      :       1
s90.i.auto.sohu.com                     :       1
feiteng.i.auto.sohu.com                 :       1
xinan.i.auto.sohu.com                   :       1
